episode,return_mean
55712,-21.9813
55744,-20.9975
55768,-19.8006
55800,-19.4759
55832,-17.3406
55864,-17.5062
55896,-16.2482
55928,-16.1608
55952,-13.7602
55976,-11.6985
56008,-10.579
56040,-10.8971
56064,-9.8825
56088,-9.4551
56112,-9.928
56144,-11.7794
56176,-12.5471
56200,-13.1567
56232,-16.301
56264,-18.1113
56296,-15.9812
56328,-15.8093
56360,-15.8562
56384,-13.7535
56416,-12.2966
56448,-15.287
56480,-15.131
56512,-15.7955
56544,-17.6366
56576,-18.8092
56600,-15.3194
56624,-13.4972
56648,-14.7658
56672,-12.9136
56704,-11.3771
56728,-11.1403
56752,-10.3551
56776,-9.2687
56800,-8.0967
56832,-8.9586
56864,-9.5182
56896,-11.4461
56920,-10.3338
56944,-10.9166
56976,-11.0364
57008,-12.9678
57040,-13.2392
57072,-14.904
57104,-17.2093
57136,-18.3255
57168,-17.6695
57200,-17.875
57224,-15.3076
57248,-13.2554
57272,-10.5417
57296,-8.6255
57328,-7.8672
57352,-8.3043
57384,-10.7487
57416,-12.6872
